Legajo;Estado;Estructura;Convenio;Categoria;ID_Cat;Ingreso;Sexo;provincia;puesto;piramide;Titulo ;ID_PuestoBasico;Sindicato;ID_sindicato;Enero;Febrero;Marzo
24967;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;27/9/2010;F;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;Fuera de Convenio;4;446398;580317;696380
24996;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/10/2017;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
24999;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;5/10/2017;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25004;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;5/10/2017;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25007;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;5/10/2017;F;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;Fuera de Convenio;4;446398;580317;696380
25010;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;5/10/2017;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;262478,7;291351,36;291351,36
25015;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/11/2017;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25018;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;24/11/2017;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25022;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;4/12/2017;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25035;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;23/7/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25046;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;26/7/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25059;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;9/8/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;314974,44;349621,63;349621,63
25060;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;9/8/2018;M;CBA                     ;Analista Soporte Estratégico Operativo;6;SI;SEO     ;Fuera de Convenio;4;427649;555944;667133
25068;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;10/8/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25074;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;24/8/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25081;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;3/9/2018;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25082;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;3/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25083;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;3/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;306225,15;339909,92;339909,92
25084;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;3/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25086;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;3/9/2018;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25090;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25091;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;6/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25094;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/9/2018;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25097;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;6/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25100;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;17/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25103;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;26/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25108;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;26/9/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25119;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;9/10/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25120;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;9/10/2018;M;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;Fuera de Convenio;4;446398;580317;696380
25123;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;9/10/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25124;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;9/10/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25133;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/11/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25135;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/11/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;306225,15;291351,36;291351,36
25139;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/11/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25143;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/11/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;262478,7;291351,36;291351,36
25162;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;21/11/2018;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25164;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25166;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;262478,7;291351,36;291351,36
25167;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25171;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;1/4/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25172;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25173;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25174;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25176;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25177;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25178;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25179;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25180;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25181;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25182;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;1/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;306225,15;339909,92;339909,92
25184;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;14/4/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25186;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;14/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25187;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;14/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;314974,44;349621,63;349621,63
25188;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;14/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25189;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;18/4/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25190;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;18/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25191;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;18/4/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25194;ACTI;Dentro de convenio;ATCC    ;25,0 Hs. CATEGORIA 3 CCT688/14;H23 ;2/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;218732,25;242792,8;242792,8
25196;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;2/5/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25198;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;2/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25199;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/5/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25200;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;2/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25201;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;2/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25202;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;349621,63
25206;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25207;ACTI;Dentro de convenio;ATCC    ;25,0 Hs. CATEGORIA 3 CCT688/14;H23 ;9/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;218732,25;242792,8;242792,8
25208;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;218732,25;242792,8;291351,36
25210;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25211;ACTI;Dentro de convenio;ATCC    ;25,0 Hs. CATEGORIA 3 CCT688/14;H23 ;6/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;218732,25;242792,8;242792,8
25212;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;6/6/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25215;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/6/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25216;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25217;ACTI;Dentro de convenio;ATCC    ;25,0 Hs. CATEGORIA 3 CCT688/14;H23 ;6/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;218732,25;242792,8;242792,8
25219;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;21/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25220;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;21/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25221;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;21/6/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25222;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;21/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25223;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;1/7/2022;F;CBA                     ;Analista de Control C de Serv;6;NO;ACS     ;Fuera de Convenio;4;529669;688570;826284
25224;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;5/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25225;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;5/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25228;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25229;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25230;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;11/7/2022;F;CBA                     ;Analista de Control C de Serv;6;NO;ACS     ;Fuera de Convenio;4;427649;555944;667133
25231;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25232;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;339909,92
25233;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25235;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;13/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;306225,15;339909,92;339909,92
25236;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;13/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25238;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;13/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25243;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;18/7/2022;F;CBA                     ;Analista de Mesa de Ayuda;6;NO;AMA     ;Fuera de Convenio;4;427649;555944;667133
25246;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25248;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25249;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25250;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25251;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25252;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25253;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25254;ACTI;Dentro de convenio;ATCC    ;20,0 Hs. CATEGORIA 3 CCT688/14;H33 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;174985,8;194234,24;194234,24
25259;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25260;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25261;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25262;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25266;ACTI;Dentro de convenio;ATCC    ;30 Hs. CATEGORIA OP. A CCT 781;OP30;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;174985,8;194234,24;194234,24
25267;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;314974,44;349621,63;349621,63
25268;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25269;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25270;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25273;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;262478,7;291351,36;291351,36
25275;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25277;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25281;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25283;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25286;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25287;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25288;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25290;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25293;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25296;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;349621,63;349621,63
25297;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
25298;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25299;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;314974,44;349621,63;349621,63
25300;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;F;CBA                     ;Operador ;8;NO;CDT     ;ATACC Afiliado;2;262478,7;291351,36;291351,36
25305;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/7/2022;M;CBA                     ;Operador ;8;NO;CDT     ;ATACC No Afiliado;3;262478,7;291351,36;291351,36
